Level,Date and Time,Source,Event ID,Task Category
Information,7/23/2023 7:19:24 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:19:24.174
ProcessGuid: {758cb1f7-b57c-64bd-c800-000000004200}
ProcessId: 3832
Image: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MpCmdRun.exe
FileVersion: 4.18.23050.5 (b79513656627928b5505482e6c59e640a77adba5)
Description: Microsoft Malware Protection Command Line Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: MpCmdRun.exe
CommandLine: ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MpCmdRun.exe"" SignatureUpdate -ScheduleJob -RestrictPrivileges
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {758cb1f7-b312-64bd-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=94E527812DF3B448E18F5CB7B38E0216,SHA256=B370F2D32704CD1BDEA8F1836F68A3AF72CB9385EB8719DD84BE9A6B3018D17A,IMPHASH=FC22E52F90EC346C7C758AAACF835104
ParentProcessGuid: {758cb1f7-b314-64bd-3500-000000004200}
ParentProcessId: 2932
ParentImage: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MsMpEng.exe
ParentCommandLine: ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MsMpEng.exe""
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:19:24 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:19:24.159
ProcessGuid: {758cb1f7-b57c-64bd-c600-000000004200}
ProcessId: 1760
Image: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MpCmdRun.exe
FileVersion: 4.18.23050.5 (b79513656627928b5505482e6c59e640a77adba5)
Description: Microsoft Malware Protection Command Line Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: MpCmdRun.exe
CommandLine: ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MpCmdRun.exe"" SignatureUpdate -ScheduleJob -RestrictPrivileges
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {758cb1f7-b312-64bd-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=94E527812DF3B448E18F5CB7B38E0216,SHA256=B370F2D32704CD1BDEA8F1836F68A3AF72CB9385EB8719DD84BE9A6B3018D17A,IMPHASH=FC22E52F90EC346C7C758AAACF835104
ParentProcessGuid: {758cb1f7-b314-64bd-3500-000000004200}
ParentProcessId: 2932
ParentImage: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MsMpEng.exe
ParentCommandLine: ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.5-0\MsMpEng.exe""
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:18:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:18:19.786
ProcessGuid: {758cb1f7-b53b-64bd-c500-000000004200}
ProcessId: 5188
Image: C:\Users\Newman\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe
FileVersion: 23.132.0625.0001
Description: Standalone Updater
Product: Microsoft OneDrive
Company: Microsoft Corporation
OriginalFileName: OneDriveStandaloneUpdater.exe
CommandLine: ""C:\Users\Newman\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe""
CurrentDirectory: C:\Windows\system32\
User: NEWMAN-PC\Newman
LogonGuid: {758cb1f7-b319-64bd-4ec6-050000000000}
LogonId: 0x5C64E
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=1F53141E8051D6CA7545DCB0F42C99A5,SHA256=48D9E16FCAC51FB4E586E4E3125BF4A788BDBC5F699A88028DCD638638B863C5,IMPHASH=BA5F5A4D956B24C6AA1C2C23D5ACF0A9
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:18:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:18:19.781
ProcessGuid: {758cb1f7-b53b-64bd-c400-000000004200}
ProcessId: 5252
Image: C:\Windows\System32\wsqmcons.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Windows SQM Consolidator
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsqmcons.exe
CommandLine: ""C:\Windows\System32\wsqmcons.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {758cb1f7-b312-64bd-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=28CCB014EB9E224C7CE76CEB3EB55981,SHA256=A4991AE96F5AD6F9B45DB8E1EB9AAEFE3C247A75326024A8E24BAE70E02103E8,IMPHASH=CF044A6A8EBBA03FD7A29679767E5281
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:18:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:18:19.750
ProcessGuid: {758cb1f7-b53b-64bd-c200-000000004200}
ProcessId: 5784
Image: C:\Windows\System32\sc.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Service Control Manager Configuration Tool
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: sc.exe
CommandLine: ""C:\Windows\system32\sc.exe"" start pushtoinstall registration
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {758cb1f7-b312-64bd-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=FF2A4319FA5531F0D7B98DBBA9ABBD4A,SHA256=67CBE3A7B9C9B7A2E9FB10A33C1A9A3FD297B6F1598AEA374BD9B5D2DEE352EC,IMPHASH=42DADBD60BBC453DD1773FDC089E19B7
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:18:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:18:19.750
ProcessGuid: {758cb1f7-b53b-64bd-c100-000000004200}
ProcessId: 5280
Image: C:\Windows\System32\taskhostw.exe
FileVersion: 10.0.22621.1635 (WinBuild.160101.0800)
Description: Host Process for Windows Tasks
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskhostw.exe
CommandLine: taskhostw.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {758cb1f7-b312-64bd-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=4887A65FD4F6598AF4986CBC1C0E5488,SHA256=82472A84BCBB4009ADD338200F8E853FE4C5EAFE2E2C3A2D711B85BF29B72D54,IMPHASH=1C4E2D9936E4D9F2490B08AAB4D24260
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:16:31 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:16:31.953
ProcessGuid: {758cb1f7-b4cf-64bd-bf00-000000004200}
ProcessId: 4436
Image: C:\Windows\System32\appidcertstorecheck.exe
FileVersion: 10.0.22621.1635 (WinBuild.160101.0800)
Description: AppID Certificate Store Verification Task
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: AppIDCertstoreCheck.exe
CommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {758cb1f7-b312-64bd-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=046DBDEF295F44397AE2B578BDF39E02,SHA256=109D7FA51E3EBB2DD1C64251E65CCA782BFF45D811F73F7DEE3708DDAD726833,IMPHASH=7168353EDBE3AB24A184BB681FD55AE6
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:16:23 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:16:23.503
ProcessGuid: {758cb1f7-b4c7-64bd-be00-000000004200}
ProcessId: 4092
Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe
FileVersion: 114.0.1823.79
Description: Microsoft Edge WebView2
Product: Microsoft Edge WebView2
Company: Microsoft Corporation
OriginalFileName: msedgewebview2.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.22621.1194 --noerrdialogs --user-data-dir=""C:\Users\Newman\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.1670.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADoAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAkAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=4880 --field-trial-handle=1808,i,12261402952766874752,10662917670975655950,262144 --enable-features=UseBackgroundNativeThreadPool,UseNativeThreadPool,msWebView2TreatAppSuspendAsDeviceSuspend --disable-features=MojoIpcz /prefetch:2 /pfhostedapp:88456fad6f89ab8d61cf6ef112af14a8e3c4c49a
CurrentDirectory: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\
User: NEWMAN-PC\Newman
LogonGuid: {758cb1f7-b319-64bd-4ec6-050000000000}
LogonId: 0x5C64E
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=EF2FC220F0C479BAEAAE0997FE5180F9,SHA256=C59BA492CA1F4A3F1124BEE15A982E7336E9903D599F42C79E7370282CE88C21,IMPHASH=35372B655E686446F935C6D5BFE64E92
ParentProcessGuid: {758cb1f7-b44e-64bd-b300-000000004200}
ParentProcessId: 1916
ParentImage: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.1670.0 --user-data-dir=""C:\Users\Newman\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disable-features=MojoIpcz --disk-cache-size=52428800 --edge-webview-is-background --enable-features=msWebView2TreatAppSuspendAsDeviceSuspend,UseNativeThreadPool,UseBackgroundNativeThreadPool --lang=en-US --mojo-named-platform-channel-pipe=4892.4360.6514222913091804647 /pfhostedapp:88456fad6f89ab8d61cf6ef112af14a8e3c4c49a
ParentUser: NEWMAN-PC\Newman"
Information,7/23/2023 7:15:31 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-07-23 23:15:31.835
ProcessGuid: {758cb1f7-b493-64bd-bb00-000000004200}
ProcessId: 4488
Image: C:\Windows\System32\appidcertstorecheck.exe
FileVersion: 10.0.22621.1635 (WinBuild.160101.0800)
Description: AppID Certificate Store Verification Task
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: AppIDCertstoreCheck.exe
CommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {758cb1f7-b312-64bd-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=046DBDEF295F44397AE2B578BDF39E02,SHA256=109D7FA51E3EBB2DD1C64251E65CCA782BFF45D811F73F7DEE3708DDAD726833,IMPHASH=7168353EDBE3AB24A184BB681FD55AE6
ParentProcessGuid: {758cb1f7-b312-64bd-1300-000000004200}
ParentProcessId: 1056
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,7/23/2023 7:14:32 PM,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2023-07-23 23:14:31.042
ProcessGuid: {758cb1f7-b44f-64bd-b700-000000004200}
ProcessId: 4084
QueryName: wpad
QueryStatus: 9852
QueryResults: -
Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe
User: NEWMAN-PC\Newman"
Information,7/23/2023 7:14:24 PM,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2023-07-23 23:14:23.025
ProcessGuid: {758cb1f7-b44f-64bd-b700-000000004200}
ProcessId: 4084
QueryName: wpad
QueryStatus: 9852
QueryResults: -
Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe
User: NEWMAN-PC\Newman"
Information,7/23/2023 7:14:24 PM,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2023-07-23 23:14:23.018
ProcessGuid: {758cb1f7-b44f-64bd-b700-000000004200}
ProcessId: 4084
QueryName: wpad
QueryStatus: 9852
QueryResults: -
Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\114.0.1823.79\msedgewebview2.exe
User: NEWMAN-PC\Newman"
